"",gene_symbol,GSM2388498,GSM2388499,GSM2388500,GSM2388501,GSM2388502,GSM2388503,GSM2388504,GSM2388505,GSM2388506,GSM2388507,GSM2388508,GSM2388509,GSM2388510
ENSG00000167996,FTH1,2327.6812,335.2115,11007.1849,17444.2875,431.1403,11790.9212,16748.3718,32498.94,2370.3826,38975.9546,2902.371,6511.4587,518.8911
ENSG00000168000,BSCL2,1.6458,0,18.4658,93.4516,1.8021,6.9059,12.115,3540.0354,175.1173,1207.8025,102.7329,212.2627,19.8329
ENSG00000168002,POLR2G,19.9407,0,149.3081,408.9291,4.2087,58.9945,0.5075,3346.5505,19.8825,705.4409,89.005,8.6768,9.3276
ENSG00000168003,SLC3A2,111.2673,364.3641,543.7708,574.436,9.4259,335.6006,268.6029,3185.8139,556.0329,1505.2023,43.7564,389.5589,106.1056
ENSG00000168004,HRASLS5,0,0,0,0.415,0,0,0,0.6578,0,0.7234,0,0,0
ENSG00000168005,C11orf84,0.7,1.6965,64.1134,1.7872,15.1824,4.1957,11.0045,497.1943,0.4902,378.0264,0,5.3982,47.4223
ENSG00000168010,ATG16L2,73.9816,42.2603,0.9221,493.2491,10.6615,7.7526,21.3838,2260.1046,7.9406,1194.7337,873.9151,18.0441,47.1406
ENSG00000168014,C2CD3,372.6763,72.1743,92.1492,590.3411,35.3247,15.9035,171.3685,38.6589,9.7713,41.6758,18.4624,17.2806,33.492
ENSG00000168016,TRANK1,1.5558,3.2657,44.0545,444.5127,0,0.5174,307.5433,12.9047,291.2068,1273.7409,526.0529,0,46.8118
ENSG00000168026,TTC21A,9.013,0,0.5052,67.5274,0,0,37.8872,9.4705,0,3.8389,41.8767,180.8402,11.2795
ENSG00000168028,RPSA,1094.2087,44.7333,120.8423,11024.385,32.4497,1043.443,2068.484,34472.5891,1572.3663,6343.4054,1419.7252,5035.306,115.9697
ENSG00000168032,ENTPD3,0,0,0,13.9105,3.3888,8.6096,0,3.1074,0,5.0893,0,0.261,0
ENSG00000168036,CTNNB1,1292.8111,415.7056,60.2868,2319.4307,0,9.4525,33.2944,1754.6439,13.421,2563.4161,1412.5338,1674.0516,353.3578
ENSG00000168038,ULK4,3.173,0,1.6191,387.6526,0,4.5784,28.3238,85.8253,0,235.467,87.3683,16.1401,23.3914
ENSG00000168040,FADD,1.7905,223.8723,82.4385,6.3095,6.7645,10.1686,3.7588,0,18.8545,0,0,0.8119,0
ENSG00000168056,LTBP3,14.6906,172.2522,731.6421,28573.4782,85.5624,594.0038,979.1835,2585.9705,5045.8836,2497.7426,805.8585,592.6837,261.6356
ENSG00000168060,NAALADL1,0,1.5029,13.1322,2.3958,2.0778,3.8402,0,211.5345,0,92.833,0,25.558,1.5583
ENSG00000168061,SAC3D1,0,39.6038,19.119,0.9002,5.8905,6.6147,1.9614,295.2361,0,85.8148,56.2801,5.6527,9.279
ENSG00000168062,BATF2,0.9312,4.4078,62.3538,0.5604,1.7632,0,66.76,260.1766,0,385.6762,41.3251,0,1.9542
ENSG00000168065,SLC22A11,0,0.2152,1.7628,1.6399,9.1881,58.8503,56.7482,546.7945,0,1.2,95.2139,2.3995,25.5473
ENSG00000168066,SF1,317.7854,378.7672,990.4656,342.7654,112.1387,468.976,1109.1159,6609.9765,57.2246,4393.5362,301.9286,1999.8082,163.4218
ENSG00000168067,MAP4K2,222.026,7.9855,143.7761,29.1589,3.7381,2.1589,95.1104,1468.2999,0,292.0412,89.7092,296.2118,31.0631
ENSG00000168070,MAJIN,3.1196,0,4.8908,0,0,0,8.5331,11.5049,0,0,0,0,0.5285
ENSG00000168071,CCDC88B,5.4891,30.4752,29.3079,4.9578,27.1084,48.5383,6.7288,9794.7481,3.3551,602.4058,0,3.6457,39.8723
ENSG00000168077,SCARA3,0,1.1478,0,1218.8431,70.9174,0,37.1726,19.7727,2.5547,2.3235,1.1108,6.8305,3.2925
ENSG00000168078,PBK,0,0,1.3413,1.1862,1.6462,55.8761,6.4447,69.9424,0,34.4991,2.1102,7.316,3.2982
ENSG00000168079,SCARA5,0,45.8881,128.8087,2635.0873,0,1.5785,4.5353,2.5591,0,30.5351,70.0935,0,20.0826
ENSG00000168081,PNOC,0,0,0,2975.6443,1.0268,0,0.3283,35.5945,0,76.92,0,0,2.2826
ENSG00000168090,COPS6,17.6668,237.2644,0.7532,675.9498,26.249,410.8647,11.184,2049.0189,6.3535,239.2816,104.6457,9.4379,35.0757
ENSG00000168092,PAFAH1B2,3938.288,1430.1157,1091.0496,87.8111,82.0708,13.0484,31.1208,35.4269,12.4366,75.2125,13.5665,297.3758,126.3664
ENSG00000168096,ANKS3,2.9738,3.2075,2.5907,144.5634,19.6465,50.3518,173.8366,1764.9097,2.69,191.9306,95.851,255.6778,18.7984
ENSG00000168101,NUDT16L1,0,0,0,15.6899,9.1303,81.6365,0.5202,24.0843,2.3422,2.2373,2.527,114.3402,11.3768
ENSG00000168116,KIAA1586,0.3165,189.9516,296.7671,4.5133,0,3.0671,217.651,0.5539,0.4725,0,15.7935,148.2507,14.3405
ENSG00000168118,RAB4A,618.1206,726.9874,923.6347,169.2525,73.1721,1791.6081,122.2968,237.1868,209.1465,98.1594,172.3888,45.302,165.914
ENSG00000168124,OR1F1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168131,OR2B2,0,0,0,0,0,0,1.9307,0,0,0,0,0,2.297
ENSG00000168135,KCNJ4,0,0,0,5.0781,0,0,3.4387,0,0,0,0,0,0
ENSG00000168137,SETD5,710.7362,215.6575,5.9351,4.5873,2.7752,0.243,443.0773,363.3949,157.6757,2673.2315,1670.4648,1168.3603,1100.7984
ENSG00000168140,VASN,0.4286,2.4052,1.144,280.4683,18.6104,6.2218,21.9609,83.8649,0.9565,633.4813,63.6315,4.0845,10.4413
ENSG00000168143,FAM83B,0,0,4.3576,6.0519,0,0,0,0,0,8.788,0,0,0
ENSG00000168148,HIST3H3,0,0,0,0,0,0,0,0.6233,0,0,0,0,0
ENSG00000168152,THAP9,0,0,0,59.688,7.7472,31.7968,0,0,0.5328,101.491,139.0171,0,35.2751
ENSG00000168158,OR2C1,0,0,0,0.3765,0,0,0,0,0,0,0,0,0
ENSG00000168159,RNF187,11.7687,651.7475,124.016,185.7203,32.194,1988.1053,7.2442,182.0874,48.6377,187.2561,242.0505,11.3748,115.0302
ENSG00000168172,HOOK3,2263.5834,8.1651,92.4091,272.829,263.8425,6.4821,2906.6252,487.3864,27.0358,4037.1168,1741.768,5.3895,757.3783
ENSG00000168175,MAPK1IP1L,37.742,14.186,6.408,982.7503,1.2674,1102.1355,674.2653,339.3495,4.3985,2971.1609,277.4786,2568.6244,160.6111
ENSG00000168209,DDIT4,124.0112,2.5394,0,1865.184,3.0749,10.8576,1093.6338,315.9935,1045.0284,4554.0032,136.3456,370.9912,15.9231
ENSG00000168214,RBPJ,0.9806,109.1361,4.1335,43.09,0.6196,830.2187,18.2707,9031.377,14.7823,2549.2214,167.2387,29.4212,203.7126
ENSG00000168216,LMBRD1,3.4213,5.6228,74.1259,642.658,0,64.0818,127.502,157.1508,205.4027,209.0913,1106.3979,2.0495,32.2111
ENSG00000168228,ZCCHC4,2.438,4.3389,0,137.7088,0,70.6382,94.8751,1.2249,1.195,154.9201,133.3099,0,8.4627
ENSG00000168229,PTGDR,0,0,0,0.3639,1.012,2.3495,0,0.2906,0,48.1548,0,12.1223,2.7397
ENSG00000168234,TTC39C,178.2511,174.8496,5.6192,3.226,0,206.2201,219.5356,12.5409,451.8176,154.1715,409.4055,0,31.0354
ENSG00000168237,GLYCTK,241.6184,2.4949,181.0484,0.4437,0,3.897,740.9385,1879.9522,12.9023,219.2909,1304.881,12.1702,24.6666
ENSG00000168243,GNG4,0,0.413,0,1.7238,6.697,741.1149,1.4144,177.6111,0,4.5935,2.07,377.96,76.7957
ENSG00000168246,UBTD2,18.3925,75.0079,0,9.4575,25.6945,141.2869,188.3087,184.7612,140.1501,0.874,43.206,21.0666,21.2765
ENSG00000168255,POLR2J3,7.9513,1160.1705,9.729,767.2839,257.493,114.4971,116.1303,4300.1485,18.1206,695.7369,501.4443,230.7452,111.4485
ENSG00000168256,NKIRAS2,28.6624,81.1403,50.8144,30.3,38.0064,396.8642,218.1201,94.7925,49.9477,310.7723,671.8824,31.9472,35.8934
ENSG00000168259,DNAJC7,533.8686,34.7253,119.0805,135.2554,29.7185,1624.4754,1741.8281,189.1613,543.9311,208.979,165.6106,1891.1981,46.4594
ENSG00000168263,KCNV2,0,0,0,0,4.1416,0,0,0,0,0.9612,0,0,2.5215
ENSG00000168264,IRF2BP2,6143.3631,3275.0021,165.5764,665.5107,413.8826,1135.2056,982.7801,447.5158,200.5914,1842.2858,1937.3568,3.5349,426.5982
ENSG00000168267,PTF1A,0,0,0,0.7529,0,0,0,0,0,0,0,0,0
ENSG00000168268,NT5DC2,48.2251,0.8587,0,501.3793,0,0,0,1543.0564,66.0114,840.3817,1.1354,1718.8611,44.9181
ENSG00000168269,FOXI1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168273,SMIM4,43.7246,15.9809,46.8408,101.8396,0,0,0,70.0534,7.8998,696.8476,2.6893,0.1987,8.4663
ENSG00000168275,COA6,51.6668,102.8331,50.7067,23.288,0.5476,579.3099,180.8658,468.6269,332.7058,115.5725,38.8951,10.1578,19.6021
ENSG00000168280,KIF5C,1.3968,0,0,308.1197,4.1803,16.6668,0,0.4511,0,92.6826,30.5487,0,0
ENSG00000168282,MGAT2,0,0,0,177.633,0,54.6492,4.682,20.7304,0,127.4453,12.1173,5.6229,23.2563
ENSG00000168283,BMI1,422.5076,739.1703,484.6483,623.6682,0,1603.1757,188.8851,87.3048,116.1294,814.8613,611.9442,30.2319,367.9563
ENSG00000168286,THAP11,0,0,0,27.1087,15.3553,53.7581,33.0668,152.7964,1.8864,78.0182,9.061,80.0607,1.0804
ENSG00000168288,MMADHC,65.6889,128.8295,7.7882,573.5119,15.8421,192.9992,263.9917,221.2019,36.7911,31.4564,1552.4424,204.4564,1.0083
ENSG00000168291,PDHB,1.4062,425.6092,9.5399,437.8896,0,31.9857,64.8974,189.9616,470.18,251.0954,1245.06,555.2763,33.5624
ENSG00000168297,PXK,0.4311,104.3068,0,659.1066,0,22.1936,0,0.4046,40.0784,492.1748,118.3523,8.9581,43.402
ENSG00000168298,HIST1H1E,219.8745,805.2204,220.4935,12.5943,0,9.523,17.8317,0.4551,0,40.138,0,50.26,42.6295
ENSG00000168300,PCMTD1,50.6731,6.6695,430.518,437.86,83.0453,465.1179,330.246,1112.7867,79.9874,696.2637,134.8503,47.5744,130.0186
ENSG00000168301,KCTD6,0.3893,0,1.6697,6.5403,0,0.5898,42.763,63.9461,79.794,6.9851,237.5604,41.6761,7.2776
ENSG00000168303,MPLKIP,0,51.1226,377.0218,63.1466,65.9038,230.6862,823.7301,278.5379,151.5262,78.4528,1011.2125,51.3039,31.6824
ENSG00000168306,ACOX2,5.8114,28.2029,4.7534,488.3244,0,10.4347,85.5954,4.1597,26.3884,1.7605,2198.1058,185.4901,14.3123
ENSG00000168309,FAM107A,0.3419,175.1807,20.6428,184.6212,0,2.7802,0.6808,16.4007,2.0791,167.3977,117.2439,4.5784,11.7777
ENSG00000168310,IRF2,18.1802,1100.2907,0.8162,278.2445,50.1292,199.7375,146.9452,44.6014,0.4615,904.4781,6.7322,672.7824,103.9239
ENSG00000168314,MOBP,0,2.5002,1.9048,1.2703,0,0.7208,1.5393,2.1895,0,3.1606,1.1428,0,1.2187
ENSG00000168329,CX3CR1,29.2539,0.7485,0,0,0,0,3.4908,0,15.7746,46.8941,0,1.1436,0.7189
ENSG00000168333,C8orf22,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168334,XIRP1,0,0,0,0,0,0,2.2152,0.5247,3.4885,126.9083,0,1.7275,0.6391
ENSG00000168348,INSM2,0,0,0,0.4162,0,0,0,0,0,0.7593,0,0,0
ENSG00000168350,DEGS2,0,17.1076,0,0.1398,0,6.6117,0,0,0,0,16.7292,0,0
ENSG00000168356,SCN11A,3.6904,0,0,13.3818,0,0,0,0,0,68.4108,0,10.7414,0
ENSG00000168367,LINC00917,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168374,ARF4,8.7259,1864.6017,163.2898,2055.5289,0,9.0937,547.2728,574.9573,236.2923,1681.0022,384.627,167.6677,61.2309
ENSG00000168379,HLA-DPB2,0,0.557,0,0,0,0,0,0,0,0.1222,0,0,0.1249
ENSG00000168384,HLA-DPA1,15.6839,50.4922,0.2194,1.3037,0,48.9858,129.3035,197.4607,7.1683,133.792,0,0,1.9249
ENSG00000168385,SEPT2,1202.8292,725.3983,1860.9353,1584.9417,160.8555,644.6798,247.0757,74.4934,300.7933,2609.5426,3866.6441,4780.5409,407.5361
ENSG00000168386,FILIP1L,0,8.149,52.0749,1769.6929,1.3517,74.3755,0.6871,117.6158,2.805,5041.0995,26.756,268.9294,50.0784
ENSG00000168389,MFSD2A,34.1194,166.6361,354.17,0,0.8506,21.0101,929.3352,337.1138,21.9626,40.4291,0.8281,15.5361,1.8843
ENSG00000168393,DTYMK,1.222,1.5779,7.7494,19.383,6.2412,5.6179,0.6046,6.9422,80.7502,172.0027,69.2381,307.7325,12.2215
ENSG00000168394,TAP1,3.1944,12.6033,0.0809,155.5274,0.0595,29.5655,1.166,65.0168,0.1391,101.7053,30.4435,12.2247,3.1069
ENSG00000168395,ING5,0,0,147.7987,65.4809,101.176,32.5524,75.7544,13.7489,334.8125,60.5968,117.0563,353.3026,169.7982
ENSG00000168397,ATG4B,3.5413,0.7379,48.4788,25.3459,77.9976,89.2101,999.2265,2.0972,67.1362,2015.7808,1008.8594,1067.71,157.8125
ENSG00000168398,BDKRB2,0,29.0515,17.3385,103.3116,0,14.4372,0.7909,0,0,106.208,2.4627,0,0
ENSG00000168404,MLKL,1.6399,90.512,13.6603,1.7044,10.1037,131.1074,84.8127,487.0138,0,220.2422,4.106,57.863,4.0974
ENSG00000168411,RFWD3,0.2106,6.7866,43.6309,4.7965,26.8441,187.8361,45.8043,15.6551,0.6603,299.2532,1.2815,207.3083,51.1022
ENSG00000168412,MTNR1A,0,0,0,0,0,0,0,0,0,2.5146,0,0,0
ENSG00000168418,KCNG4,0,1.3172,1.9553,0.8373,0,2.8326,4.2066,8.3075,0,11.3256,1.2823,2.4294,7.5356
ENSG00000168421,RHOH,0,30.3522,1.1386,1.8085,1.5677,29.5407,0.3156,184.3285,0,13.0486,8.9937,77.4735,10.3642
ENSG00000168427,KLHL30,0,0,0,1.2985,0,2.6176,1.2641,10.162,3.102,17.8645,0,0,5.89
ENSG00000168434,COG7,1.2634,2.1399,1.7854,181.2279,15.7398,19.4284,3.3253,339.3245,24.0936,32.1892,154.9688,53.1736,12.2316
ENSG00000168438,CDC40,260.2247,186.743,45.2539,29.86,2.5471,22.5799,44.0013,3.5639,102.9754,289.9683,43.4292,998.1952,52.151
ENSG00000168439,STIP1,43.5978,368.2425,1238.9724,39.9888,38.2808,448.1337,37.1133,5041.1072,21.4051,837.5058,72.2494,192.6454,219.6207
ENSG00000168447,SCNN1B,0,0,0,0.8461,0,0,0,0.8307,0,0,1.0313,0,3.4968
ENSG00000168452,PPT2,0.1898,0,2.0534,1.1341,0,29.5318,12.6241,37.974,72.9052,81.8352,1.1047,169.6826,3.2515
ENSG00000168453,HR,0,1.0483,5.034,2.9674,1.1207,0,0,0,0,67.4064,57.1886,0.5747,1.9118
ENSG00000168454,TXNDC2,0,0,0,1.6021,0,0.5508,0,0,0,0,0,0.4934,0
ENSG00000168461,RAB31,52.9675,176.9997,14.0232,481.4025,0.8378,1635.7458,110.7885,214.0305,0.3924,1673.9532,123.5432,25.851,320.2475
ENSG00000168468,ATF6B,10.1569,0.4191,0,164.1457,0,47.5994,42.4304,6.9463,13.947,175.5795,1.1779,107.0168,13.7665
ENSG00000168476,REEP4,0,0,12.6786,128.7866,2.522,34.576,0,38.2535,0,176.9924,267.3425,149.3241,4.7579
ENSG00000168477,TNXB,1.277,1.3109,127.3063,98.8297,0,122.4273,23.2392,100.293,15.7985,784.6774,18.519,9.1526,33.3939
ENSG00000168481,LGI3,0,0,0,0,0,0,0,0.3491,0,0,1.1405,0,0
ENSG00000168484,SFTPC,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168487,BMP1,158.9356,0.9339,193.1789,718.0109,55.5154,52.7012,0,152.677,2.693,1365.5128,1318.7243,456.0896,34.8069
ENSG00000168488,ATXN2L,0.1283,116.3823,0,287.3464,214.2358,360.4259,117.5641,268.8002,21.4328,1860.9986,1225.2796,1583.0451,201.8984
ENSG00000168490,PHYHIP,0,0,4.1677,61.1833,0,2.579,0,0.3459,0,0.7939,0,0,1.1073
ENSG00000168491,CCDC110,10.4592,0,0,8.068,0,9.4057,0,0,1.305,13.3639,0,0,0
ENSG00000168495,POLR3D,10.1662,19.9906,10.6552,555.4495,60.5076,34.2266,0.5369,0.2263,0.7402,79.4151,2.4611,7.0884,85.4955
ENSG00000168496,FEN1,9.7783,47.7272,83.7524,83.9928,9.3949,155.1507,120.3803,89.7627,3.0093,164.7903,0,19.7173,7.0394
ENSG00000168497,CAVIN2,31.1107,446.3099,578.8277,657.4409,21.0271,509.4284,154.442,138.7859,164.7738,376.1412,13.2225,9.9574,51.8042
ENSG00000168502,MTCL1,0,0,0.6625,0.3964,1.0868,15.4531,24.7769,78.3136,0,59.1224,0,164.9519,17.4099
ENSG00000168505,GBX2,0,0,0,0,0,0,0,1.1227,0,10.4005,0,3.5852,2.8159
ENSG00000168509,HFE2,648.8995,50.4625,4.466,0,11.0668,107.285,8.6365,0,117.9541,412.7738,361.0921,0,7.1718
ENSG00000168515,SCGB1D1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168517,HEXIM2,0.5127,30.4522,13.6129,0,8.5259,127.4502,0,4.1805,23.1105,71.6027,102.9126,3.0529,10.57
ENSG00000168522,FNTA,131.1224,12.2278,285.5131,1143.7287,37.8733,264.3556,3346.7159,1895.3237,89.5693,205.6964,337.7861,40.6211,59.7514
ENSG00000168528,SERINC2,926.8156,3.1853,93.5496,158.5931,9.101,379.0915,5386.8286,2218.3739,276.1026,1080.3048,468.6559,1007.72,21.9154
ENSG00000168530,MYL1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168538,TRAPPC11,0.3272,5.1182,9.2144,69.0143,92.8241,40.0255,51.9961,109.4404,1.6615,271.1583,7.1464,122.146,88.2202
ENSG00000168539,CHRM1,0,0,0,0,0,1.9169,0,0,0,0,0,0,0
ENSG00000168542,COL3A1,968.0283,1251.4782,491.7959,33851.8241,147.1727,383.8351,1511.2472,9018.7735,3222.5963,18820.9008,1689.0172,676.9605,241.1731
ENSG00000168546,GFRA2,1.4348,0,32.3474,66.8521,1.9585,0,0,1.601,0,57.7722,21.1136,25.0592,1.8688
ENSG00000168556,ING2,0,0,0,65.4331,16.8903,0,41.6633,1.1039,0,89.8861,0,0,5.8153
ENSG00000168564,CDKN2AIP,3.4478,0,2.674,7.4039,47.9089,0.9726,10.2116,0.5341,0.8924,447.7758,6.6286,14.6788,15.3408
ENSG00000168566,SNRNP48,0,66.8446,11.1802,76.9092,0,117.1576,65.8849,197.7062,14.0013,168.4363,3.9894,1.408,38.7332
ENSG00000168569,TMEM223,0,2.3436,252.6936,6.5839,10.8041,10.7588,0.7891,497.8495,1.4521,499.9422,0.9455,2.5898,10.5973
ENSG00000168575,SLC20A2,105.0007,0.8172,30.0768,87.404,92.384,8.6718,1329.0058,957.7143,21.6093,83.7228,489.7094,0.6533,192.1794
ENSG00000168582,CRYGA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168589,DYNLRB2,0,0,0,0.2138,0,3.5341,5.0412,0,0,0,0,1.3847,0.6529
ENSG00000168591,TMUB2,0,124.2171,1.3696,83.7449,19.5873,375.0723,286.9942,228.4998,6.6859,176.2875,145.8355,7.8834,25.4035
ENSG00000168594,ADAM29,0.4245,0,0,1.4638,1.1687,1.3509,0.7677,2.6779,0.6491,4.8366,2.2195,0,0
ENSG00000168610,STAT3,299.4676,3402.4121,3405.0057,879.0773,49.1533,929.9012,1147.0646,662.4886,102.9935,731.0825,986.946,118.0415,329.1677
ENSG00000168612,ZSWIM1,28.1624,0,0,0,1.1708,79.4597,7.7162,54.8594,36.0645,8.6494,12.2191,136.0599,18.0107
ENSG00000168615,ADAM9,15.5503,122.5584,6.5292,33.1902,28.8114,434.6869,257.7795,99.375,23.6508,1362.0594,0,30.9296,129.1809
ENSG00000168619,ADAM18,0,1.4201,0,0,0,0,0,0,0,0,0,0,0.6623
ENSG00000168621,GDNF,7.6988,2.1596,0,317.3379,7.8843,56.6408,0,0.3004,0,2.9826,3.1067,1.0671,104.6241
ENSG00000168631,DPCR1,0,0,0,0,0,0,0,0,0,7.4138,0,0,0
ENSG00000168634,WFDC13,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168646,AXIN2,0,0,33.374,72.3537,54.5354,963.5684,10.5647,156.5663,0,0,256.6611,2029.0936,238.352
ENSG00000168653,NDUFS5,64.3237,6.8237,80.767,1523.2321,8.4965,2038.9021,594.0662,1016.7961,1033.665,1508.4511,4.4651,769.244,26.191
ENSG00000168658,VWA3B,0,0,0.6475,2.0391,0,1.904,0.9181,0.1899,0,1.4484,0,0,0
ENSG00000168661,ZNF30,0,0,0,0.7353,10.1015,11.9945,86.9119,12.8532,0.4604,5.706,27.5359,0.4605,18.3352
ENSG00000168671,UGT3A2,0,0,0,24.2404,1.8381,1.1199,7.194,0,5.5898,0,6.2288,30.5885,0
ENSG00000168672,FAM84B,19.1568,13.3582,14.9063,349.7125,22.2074,99.7195,0,1424.9621,23.2981,2052.2168,998.0008,820.86,9.7231
ENSG00000168675,LDLRAD4,527.6513,0,1.3673,55.2523,0,393.208,282.0331,299.5034,443.1491,303.7644,55.5563,51.9257,62.1444
ENSG00000168676,KCTD19,0,1.2275,0,4.8358,0.6526,0.3159,0,0,0,13.7241,10.3493,48.4231,1.8444
ENSG00000168679,SLC16A4,50.0404,0,45.7795,315.6802,6.1405,20.6823,45.5876,39.4997,48.9873,259.6143,8.418,3.6559,3.5873
ENSG00000168685,IL7R,1.0295,10.8314,193.1675,55.8226,2.9947,10.3675,47.8066,40.9484,102.5208,127.5386,5.5494,0,35.4312
ENSG00000168701,TMEM208,1.648,0.6421,3.0191,102.7449,10.2513,101.2264,22.1198,411.061,20.9691,328.8154,247.7531,384.0393,4.4311
ENSG00000168702,LRP1B,0,0.6824,0,6.1498,0,0,0.8197,0,0,6.3534,0.6199,0,0
ENSG00000168703,WFDC12,0,0,0,0,0,0,0,5.4909,0,5.4579,0,3.1298,0.6456
ENSG00000168710,AHCYL1,2219.7991,168.8944,994.408,498.1002,35.0383,519.8084,197.7976,69.0158,168.9815,3401.1837,6.539,108.6743,99.4845
ENSG00000168724,DNAJC21,65.7867,8.2639,1030.9648,1496.8189,35.1992,59.6923,690.405,99.7029,0.8052,440.6694,143.9141,119.7149,139.3384
ENSG00000168734,PKIG,31.6183,42.4426,0,472.4397,0,157.8482,0,15.0731,184.5523,386.0177,35.8682,1359.0727,6.2538
ENSG00000168743,NPNT,0,0,0,597.0882,78.7043,1081.3139,28.9831,1670.462,2.0531,176.8487,101.7157,65.0716,90.1273
ENSG00000168746,LINC01620,0,0,0,0.2508,0,0,0,0,0.8811,5.3471,0,1.4678,0
ENSG00000168748,CA7,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168754,FAM178B,0,0,0,0,1.8725,1.1165,11.6712,0,0,4.1249,2.858,6.9566,0
ENSG00000168757,TSPY2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168758,SEMA4C,0,1.889,7.4372,5.2944,27.6014,21.9476,637.0069,203.2095,58.5864,821.8429,84.9811,1496.1731,9.9303
ENSG00000168763,CNNM3,0.5317,7.5229,7.0293,0.5252,76.7815,21.0058,95.448,49.1973,0,561.4177,221.3239,3452.1171,34.1052
ENSG00000168765,GSTM4,14.9009,0,8.44,142.4358,19.2157,276.9004,74.7889,178.8579,129.6607,595.8016,3.1365,3.452,21.1342
ENSG00000168769,TET2,1,27.4211,16.3112,66.392,174.8841,146.0077,7.8952,44.4878,1.6197,134.7737,51.3036,12.9496,328.9151
ENSG00000168772,CXXC4,0,0,0,0.8119,38.4046,12.7256,0,9.2818,0,51.5997,76.9116,1.1063,6.8259
ENSG00000168778,TCTN2,0,1.2095,10.2597,258.9235,1.407,46.3204,1.4181,90.8724,0,16.2799,4.9499,6.4007,24.881
ENSG00000168779,SHOX2,0,0,0,10.5996,0,0,0.5549,0.5624,0,4.4396,0,0,0
ENSG00000168781,PPIP5K1,32.1791,37.8346,6.1791,37.8115,0,116.2024,7.9122,4.0727,0,151.6536,7.5072,206.8018,123.7823
ENSG00000168785,TSPAN5,13.0337,1.116,1.5962,3493.7967,52.5627,929.8163,1.6839,10.0681,0,408.3751,22.4426,46.8073,133.4089
ENSG00000168792,ABHD15,38.764,74.2523,212.7691,0.8903,36.3925,0,102.8959,113.3188,1.2764,156.5994,288.19,103.7598,8.9086
ENSG00000168795,ZBTB5,0.4053,37.414,0,235.3971,35.6686,272.275,210.5769,9.9683,1.2651,60.4652,178.6469,44.5537,57.4959
ENSG00000168802,CHTF8,0,7.2699,185.133,551.8341,15.1463,49.4013,501.8007,128.6222,14.0054,1200.8914,600.1557,438.7895,0.3919
ENSG00000168803,ADAL,112.5242,8.5315,0,5.2671,0,49.5278,9.2577,10.9497,0.6952,18.1806,4.8751,8.8428,15.5444
ENSG00000168806,LCMT2,48.2603,39.8933,0,116.7967,0,54.923,4.1466,48.1654,0,1.1145,46.409,12.596,13.3333
ENSG00000168807,SNTB2,0.3465,28.2467,1.0616,183.9549,34.5278,7.2516,100.7874,197.6599,3.434,1462.4814,265.984,21.8696,5.8221
ENSG00000168811,IL12A,0,0,0,0,0,0,1.7406,0,0,51.1854,4.2774,0,0
ENSG00000168813,ZNF507,0,89.7823,23.2349,662.8999,110.6916,95.3604,11.6526,196.9484,3.4533,384.212,48.9007,1.3652,46.5312
ENSG00000168818,STX18,0.5438,205.9152,0,124.4497,2.4323,398.758,5.3033,895.8523,1.7322,300.2897,62.4774,43.4934,34.0509
ENSG00000168824,NSG1,0,8.3045,0,781.394,0,16.9802,2.7685,15.0719,0,44.2982,2.0833,4.6427,6.9116
ENSG00000168826,ZBTB49,0.3195,89.3249,0,0.7262,0,15.249,98.2961,24.4188,0.4631,1.7058,32.5805,0,17.9037
ENSG00000168827,GFM1,630.2565,322.3706,1326.1598,374.6374,0,0.6023,997.2582,13.6095,1.6028,1679.8243,1146.6406,451.1916,30.0141
ENSG00000168828,OR13J1,0,0,0,0,0,0,0.7237,0.5645,0,0,0,0,0.8925
ENSG00000168830,HTR1E,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168843,FSTL5,0,0,0,0,0,0,0,0,0,1.6764,0,0,0
ENSG00000168872,DDX19A,1.1655,818.8731,686.7199,385.4052,71.1798,483.5446,27.9718,129.6716,62.4893,1433.1654,71.797,521.2519,77.1385
ENSG00000168874,ATOH8,31.1652,0,1.319,358.1441,3.6539,3.6585,509.4281,75.2141,9.7483,391.3366,19.9356,0.8894,1.1582
ENSG00000168875,SOX14,0,0,0,0,0,0,0,0.3116,0,0,0,0,0
ENSG00000168876,ANKRD49,283.8507,41.8119,112.725,79.2231,5.2417,2.4208,1.2022,0.3346,8.2665,228.022,49.006,64.6143,22.1788
ENSG00000168878,SFTPB,0,8.9782,0,0,3.4027,1.2489,23.5804,2.8348,0.5409,12.6456,2.3845,1.6138,0
