Unnamed: 0,Size,liver_PPI,Recon3D_metabolites,num_matches,matches
ClusterID:55,73,156,635,5," ['SLC1A1', 'TAT', 'BBOX1', 'SLC3A1', 'TTC36']"
ClusterID:56,1,0,0,0, NaN
ClusterID:57,1,0,0,0, NaN
ClusterID:58,1,0,0,0, NaN
ClusterID:59,1,0,0,0, NaN
ClusterID:60,1,0,0,0, NaN
ClusterID:61,1,0,0,0, NaN
ClusterID:62,1,0,0,0, NaN
ClusterID:63,1,0,0,0, NaN
ClusterID:64,1,0,0,0, NaN
ClusterID:65,1,0,0,0, NaN
ClusterID:66,1,0,0,0, NaN
ClusterID:67,1,0,0,0, NaN
ClusterID:68,1,0,0,0, NaN
ClusterID:69,1,0,0,0, NaN
ClusterID:70,1,0,0,0, NaN
ClusterID:71,1,0,0,0, NaN
ClusterID:72,1,0,0,0, NaN
ClusterID:73,1,0,0,0, NaN
ClusterID:74,1,0,0,0, NaN
ClusterID:75,1,0,0,0, NaN
ClusterID:76,1,0,0,0, NaN
ClusterID:77,1,0,0,0, NaN
ClusterID:78,1,0,0,1, ['HS3ST5']
ClusterID:79,1,0,0,1, ['SULT4A1']
ClusterID:80,1,0,0,0, NaN
ClusterID:81,1,0,0,0, NaN
ClusterID:82,1,0,0,1, ['HS6ST2']
ClusterID:83,1,0,0,0, NaN
ClusterID:84,1,0,0,0, NaN
ClusterID:85,1,0,0,0, NaN
ClusterID:86,1,0,0,1, ['NDST4']
ClusterID:87,1,0,0,0, NaN
ClusterID:88,1,0,0,0, NaN
ClusterID:89,1,0,0,0, NaN
ClusterID:90,1,0,0,0, NaN
ClusterID:91,1,0,0,1, ['HS3ST4']
ClusterID:92,1,0,0,0, NaN
ClusterID:93,1,0,0,0, NaN
ClusterID:94,1,0,0,0, NaN
ClusterID:95,1,0,0,0, NaN
ClusterID:96,1,0,0,0, NaN
ClusterID:97,1,0,0,0, NaN
ClusterID:98,1,0,0,0, NaN
ClusterID:99,1,0,0,0, NaN
ClusterID:100,1,0,0,0, NaN
ClusterID:101,1,0,0,0, NaN
ClusterID:102,1,0,0,0, NaN
ClusterID:103,1,0,0,0, NaN
ClusterID:104,1,0,0,0, NaN
ClusterID:105,1,0,0,0, NaN
ClusterID:106,1,0,0,0, NaN
ClusterID:107,1,0,0,1, ['PNMT']
ClusterID:108,1,0,0,0, NaN
ClusterID:109,1,0,0,0, NaN
ClusterID:110,1,0,0,0, NaN
ClusterID:111,1,0,0,0, NaN
ClusterID:112,1,0,0,0, NaN
ClusterID:113,1,0,0,0, NaN
ClusterID:114,1,0,0,0, NaN
ClusterID:115,1,0,0,0, NaN
ClusterID:116,1,0,0,0, NaN
ClusterID:117,1,0,0,0, NaN
ClusterID:118,1,0,0,0, NaN
ClusterID:119,1,0,0,0, NaN
ClusterID:120,1,0,0,0, NaN
ClusterID:121,1,0,0,0, NaN
ClusterID:122,1,0,0,0, NaN
ClusterID:123,1,0,0,0, NaN
ClusterID:124,1,0,0,0, NaN
ClusterID:125,1,0,0,0, NaN
ClusterID:126,1,0,0,0, NaN
ClusterID:127,1,0,0,0, NaN
ClusterID:128,1,0,0,0, NaN
ClusterID:129,1,0,0,0, NaN
ClusterID:130,1,0,0,0, NaN
ClusterID:131,1,0,0,0, NaN
ClusterID:132,1,0,0,0, NaN
ClusterID:133,1,0,0,0, NaN
ClusterID:134,1,0,0,0, NaN
ClusterID:135,1,0,0,0, NaN
ClusterID:136,1,0,0,0, NaN
ClusterID:137,1,0,0,0, NaN
ClusterID:138,1,0,0,0, NaN
ClusterID:139,1,0,0,0, NaN
ClusterID:140,1,0,0,0, NaN
ClusterID:141,1,0,0,0, NaN
ClusterID:142,1,0,0,1, ['ATP1A2']
ClusterID:143,1,0,0,0, NaN
ClusterID:144,1,0,0,0, NaN
ClusterID:145,1,0,0,0, NaN
ClusterID:146,1,0,0,0, NaN
ClusterID:147,1,0,0,0, NaN
ClusterID:148,1,0,0,0, NaN
ClusterID:149,1,0,0,0, NaN
ClusterID:150,1,0,0,0, NaN
ClusterID:151,1,0,0,0, NaN
ClusterID:152,1,0,0,0, NaN
ClusterID:153,1,0,0,0, NaN
ClusterID:154,1,0,0,0, NaN
ClusterID:155,1,0,0,0, NaN
ClusterID:156,1,0,0,0, NaN
ClusterID:157,1,0,0,0, NaN
ClusterID:158,1,0,0,0, NaN
ClusterID:159,1,0,0,0, NaN
ClusterID:160,1,0,0,0, NaN
ClusterID:161,1,0,0,0, NaN
ClusterID:162,1,0,0,0, NaN
ClusterID:163,1,0,0,0, NaN
ClusterID:164,1,0,0,0, NaN
ClusterID:165,1,0,0,0, NaN
ClusterID:166,1,0,0,0, NaN
ClusterID:167,1,0,0,0, NaN
ClusterID:168,1,0,0,0, NaN
ClusterID:169,1,0,0,0, NaN
ClusterID:170,1,0,0,0, NaN
ClusterID:171,1,0,0,0, NaN
ClusterID:172,1,0,0,0, NaN
ClusterID:173,1,0,0,0, NaN
ClusterID:174,1,0,0,0, NaN
ClusterID:175,1,0,0,0, NaN
ClusterID:176,1,0,0,0, NaN
ClusterID:177,1,0,0,0, NaN
ClusterID:178,1,0,0,0, NaN
ClusterID:179,1,0,0,0, NaN
ClusterID:180,1,0,0,0, NaN
ClusterID:181,1,0,0,0, NaN
ClusterID:182,1,0,0,0, NaN
ClusterID:183,1,0,0,0, NaN
ClusterID:184,1,0,0,0, NaN
ClusterID:185,1,0,0,0, NaN
ClusterID:186,1,0,0,0, NaN
ClusterID:187,1,0,0,0, NaN
ClusterID:188,1,0,0,0, NaN
ClusterID:189,1,0,0,0, NaN
ClusterID:190,1,0,0,0, NaN
ClusterID:191,1,0,0,0, NaN
ClusterID:192,1,0,0,0, NaN
ClusterID:193,1,0,0,0, NaN
ClusterID:194,1,0,0,0, NaN
ClusterID:195,1,0,0,0, NaN
ClusterID:196,1,0,0,0, NaN
ClusterID:197,1,0,0,0, NaN
ClusterID:198,1,0,0,0, NaN
ClusterID:199,1,0,0,0, NaN
ClusterID:200,1,0,0,0, NaN
ClusterID:201,1,0,0,0, NaN
ClusterID:202,1,0,0,0, NaN
ClusterID:203,1,0,0,0, NaN
ClusterID:204,1,0,0,0, NaN
ClusterID:205,1,0,0,0, NaN
ClusterID:206,1,0,0,0, NaN
ClusterID:207,1,0,0,0, NaN
ClusterID:208,1,0,0,0, NaN
ClusterID:209,1,0,0,0, NaN
ClusterID:210,1,0,0,0, NaN
ClusterID:211,1,0,0,0, NaN
ClusterID:212,1,0,0,0, NaN
ClusterID:213,1,0,0,1, ['CPA5']
ClusterID:214,1,0,0,0, NaN
ClusterID:215,1,0,0,1, ['CPA1']
ClusterID:216,1,0,0,1, ['CPA6']
ClusterID:217,1,0,0,0, NaN
ClusterID:218,1,0,0,0, NaN
ClusterID:219,1,0,0,0, NaN
ClusterID:220,1,0,0,0, NaN
ClusterID:221,1,0,0,0, NaN
ClusterID:222,1,0,0,0, NaN
ClusterID:223,1,0,0,0, NaN
ClusterID:224,1,0,0,0, NaN
ClusterID:225,1,0,0,0, NaN
ClusterID:226,1,0,0,0, NaN
ClusterID:227,1,0,0,0, NaN
ClusterID:228,1,0,0,0, NaN
ClusterID:229,1,0,0,0, NaN
ClusterID:230,1,0,0,0, NaN
ClusterID:231,1,0,0,0, NaN
ClusterID:232,1,0,0,0, NaN
ClusterID:233,1,0,0,0, NaN
ClusterID:234,1,0,0,0, NaN
ClusterID:235,1,0,0,0, NaN
ClusterID:236,1,0,0,0, NaN
ClusterID:237,1,0,0,0, NaN
ClusterID:238,1,0,0,0, NaN
ClusterID:239,1,0,0,0, NaN
ClusterID:240,1,0,0,0, NaN
ClusterID:241,1,0,0,0, NaN
ClusterID:242,1,0,0,0, NaN
ClusterID:243,1,0,0,0, NaN
ClusterID:244,1,0,0,0, NaN
ClusterID:245,1,0,0,0, NaN
ClusterID:246,1,0,0,0, NaN
ClusterID:247,1,0,0,0, NaN
ClusterID:248,1,0,0,0, NaN
ClusterID:249,1,0,0,0, NaN
ClusterID:250,1,0,0,0, NaN
ClusterID:251,1,0,0,0, NaN
ClusterID:252,1,0,0,0, NaN
ClusterID:253,1,0,0,0, NaN
ClusterID:254,1,0,0,0, NaN
ClusterID:255,1,0,0,0, NaN
ClusterID:256,1,0,0,0, NaN
ClusterID:257,1,0,0,0, NaN
ClusterID:258,1,0,0,0, NaN
ClusterID:259,1,0,0,0, NaN
ClusterID:260,1,0,0,0, NaN
ClusterID:261,1,0,0,0, NaN
ClusterID:262,1,0,0,0, NaN
ClusterID:263,1,0,0,0, NaN
ClusterID:264,1,0,0,0, NaN
ClusterID:265,1,0,0,0, NaN
ClusterID:266,1,0,0,0, NaN
ClusterID:267,1,0,0,0, NaN
ClusterID:268,1,0,0,0, NaN
ClusterID:269,1,0,0,0, NaN
ClusterID:270,1,0,0,0, NaN
ClusterID:271,1,0,0,0, NaN
ClusterID:272,1,0,0,0, NaN
ClusterID:273,1,0,0,0, NaN
ClusterID:274,1,0,0,0, NaN
ClusterID:275,1,0,0,0, NaN
ClusterID:276,1,0,0,0, NaN
ClusterID:277,1,0,0,0, NaN
ClusterID:278,1,0,0,0, NaN
ClusterID:279,1,0,0,0, NaN
ClusterID:280,1,0,0,0, NaN
ClusterID:281,1,0,0,0, NaN
ClusterID:282,1,0,0,0, NaN
ClusterID:283,1,0,0,0, NaN
ClusterID:284,1,0,0,0, NaN
ClusterID:285,1,0,0,0, NaN
ClusterID:286,1,0,0,0, NaN
ClusterID:287,1,0,0,0, NaN
ClusterID:288,1,0,0,0, NaN
ClusterID:289,1,0,0,0, NaN
ClusterID:290,1,0,0,0, NaN
ClusterID:291,1,0,0,0, NaN
ClusterID:292,1,0,0,0, NaN
ClusterID:293,1,0,0,0, NaN
ClusterID:294,1,0,0,0, NaN
ClusterID:295,1,0,0,0, NaN
ClusterID:296,1,0,0,0, NaN
ClusterID:297,1,0,0,0, NaN
ClusterID:298,1,0,0,0, NaN
ClusterID:299,1,0,0,0, NaN
ClusterID:300,1,0,0,0, NaN
ClusterID:301,1,0,0,0, NaN
ClusterID:302,1,0,0,0, NaN
ClusterID:303,1,0,0,0, NaN
ClusterID:304,1,0,0,0, NaN
ClusterID:305,1,0,0,0, NaN
ClusterID:306,1,0,0,0, NaN
ClusterID:307,1,0,0,0, NaN
ClusterID:308,1,0,0,0, NaN
ClusterID:309,1,0,0,0, NaN
ClusterID:310,1,0,0,0, NaN
ClusterID:311,1,0,0,0, NaN
ClusterID:312,1,0,0,0, NaN
ClusterID:313,1,0,0,0, NaN
ClusterID:314,1,0,0,0, NaN
ClusterID:315,1,0,0,0, NaN
ClusterID:316,1,0,0,0, NaN
ClusterID:317,1,0,0,0, NaN
ClusterID:318,1,0,0,0, NaN
ClusterID:319,1,0,0,0, NaN
ClusterID:320,1,0,0,0, NaN
ClusterID:321,1,0,0,0, NaN
ClusterID:322,1,0,0,0, NaN
ClusterID:323,1,0,0,0, NaN
ClusterID:324,1,0,0,0, NaN
ClusterID:325,1,0,0,0, NaN
ClusterID:326,1,0,0,0, NaN
ClusterID:327,1,0,0,0, NaN
ClusterID:328,1,0,0,0, NaN
ClusterID:329,1,0,0,0, NaN
ClusterID:330,1,0,0,0, NaN
ClusterID:331,1,0,0,0, NaN
ClusterID:332,1,0,0,0, NaN
ClusterID:333,1,0,0,0, NaN
ClusterID:334,1,0,0,0, NaN
ClusterID:335,1,0,0,0, NaN
ClusterID:336,1,0,0,0, NaN
ClusterID:337,1,0,0,1, ['PLA2G2E']
ClusterID:338,1,0,0,0, NaN
ClusterID:339,1,0,0,0, NaN
ClusterID:340,1,0,0,0, NaN
ClusterID:341,1,0,0,0, NaN
ClusterID:342,1,0,0,0, NaN
ClusterID:343,1,0,0,0, NaN
ClusterID:344,1,0,0,0, NaN
ClusterID:345,1,0,0,0, NaN
ClusterID:346,1,0,0,0, NaN
ClusterID:347,1,0,0,0, NaN
ClusterID:348,1,0,0,0, NaN
ClusterID:349,1,0,0,0, NaN
ClusterID:350,1,0,0,0, NaN
ClusterID:351,1,0,0,0, NaN
ClusterID:352,1,0,0,0, NaN
ClusterID:353,1,0,0,0, NaN
ClusterID:354,1,0,0,0, NaN
ClusterID:355,1,0,0,0, NaN
ClusterID:356,1,0,0,0, NaN
ClusterID:357,1,0,0,0, NaN
ClusterID:358,1,0,0,0, NaN
ClusterID:359,1,0,0,0, NaN
ClusterID:360,1,0,0,0, NaN
ClusterID:361,1,0,0,0, NaN
ClusterID:362,1,0,0,0, NaN
ClusterID:363,1,0,0,0, NaN
ClusterID:364,97,494,455,16," ['UGT1A4', 'CYP26A1', 'PPP1R1A', 'CYP1A1', 'UGT1A3', 'CYP2C8', 'CYP2C19', 'SLC10A1', 'UGT1A9', 'CYP1A2', 'CYP2B6', 'CYP3A4', 'CYP2A13', 'UGT1A7', 'AKR1D1', 'CYP2A7']"
ClusterID:365,1,0,0,0, NaN
ClusterID:366,1,0,0,0, NaN
ClusterID:367,1,0,0,0, NaN
ClusterID:368,1,0,0,0, NaN
ClusterID:369,1,0,0,0, NaN
ClusterID:370,1,0,0,0, NaN
ClusterID:371,1,0,0,0, NaN
ClusterID:372,1,0,0,0, NaN
ClusterID:373,1,0,0,0, NaN
ClusterID:374,1,0,0,0, NaN
ClusterID:375,1,0,0,0, NaN
ClusterID:376,1,0,0,0, NaN
ClusterID:377,1,0,0,0, NaN
ClusterID:378,1,0,0,0, NaN
ClusterID:379,1,0,0,0, NaN
ClusterID:380,1,0,0,1, ['PLPPR5']
ClusterID:381,1,0,0,0, NaN
ClusterID:382,1,0,0,0, NaN
ClusterID:383,1,0,0,0, NaN
ClusterID:384,1,0,0,0, NaN
ClusterID:385,1,0,0,0, NaN
ClusterID:386,1,0,0,0, NaN
ClusterID:387,1,0,0,0, NaN
ClusterID:388,1,0,0,0, NaN
ClusterID:389,1,0,0,0, NaN
ClusterID:390,1,0,0,0, NaN
ClusterID:391,1,0,0,0, NaN
ClusterID:392,1,0,0,0, NaN
ClusterID:393,1,0,0,0, NaN
ClusterID:394,1,0,0,0, NaN
ClusterID:395,1,0,0,0, NaN
ClusterID:396,1,0,0,0, NaN
ClusterID:397,1,0,0,0, NaN
ClusterID:398,1,0,0,0, NaN
ClusterID:399,1,0,0,0, NaN
ClusterID:400,1,0,0,0, NaN
ClusterID:401,1,0,0,0, NaN
ClusterID:402,1,0,0,0, NaN
ClusterID:403,1,0,0,0, NaN
ClusterID:404,1,0,0,0, NaN
ClusterID:405,1,0,0,0, NaN
ClusterID:406,1,0,0,0, NaN
ClusterID:407,1,0,0,0, NaN
ClusterID:408,1,0,0,0, NaN
ClusterID:409,1,0,0,0, NaN
ClusterID:410,1,0,0,1, ['PLPPR4']
ClusterID:411,1,0,0,0, NaN
ClusterID:412,1,0,0,0, NaN
ClusterID:413,1,0,0,0, NaN
ClusterID:414,1,0,0,0, NaN
ClusterID:415,1,0,0,0, NaN
ClusterID:416,1,0,0,1, ['PNLIPRP2']
ClusterID:417,1,0,0,0, NaN
ClusterID:418,1,0,0,0, NaN
ClusterID:419,1,0,0,0, NaN
ClusterID:420,1,0,0,0, NaN
ClusterID:421,1,0,0,0, NaN
ClusterID:422,1,0,0,0, NaN
ClusterID:423,1,0,0,0, NaN
ClusterID:424,1,0,0,0, NaN
ClusterID:425,1,0,0,0, NaN
ClusterID:426,1,0,0,0, NaN
ClusterID:427,1,0,0,1, ['ADCY8']
ClusterID:428,1,0,0,0, NaN
ClusterID:429,1,0,0,0, NaN
ClusterID:430,1,0,0,0, NaN
ClusterID:431,1,0,0,0, NaN
ClusterID:432,1,0,0,0, NaN
ClusterID:433,1,0,0,0, NaN
ClusterID:434,1,0,0,0, NaN
ClusterID:435,1,0,0,0, NaN
ClusterID:436,1,0,0,0, NaN
ClusterID:437,1,0,0,0, NaN
ClusterID:438,1,0,0,0, NaN
ClusterID:439,1,0,0,0, NaN
ClusterID:440,1,0,0,0, NaN
ClusterID:441,1,0,0,0, NaN
ClusterID:442,1,0,0,0, NaN
ClusterID:443,1,0,0,0, NaN
ClusterID:444,1,0,0,0, NaN
ClusterID:445,1,0,0,0, NaN
ClusterID:446,1,0,0,0, NaN
ClusterID:447,2,0,56,0, NaN
